"TPTdataset","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","subclass","superorder","suborder","infraorder","hyporder","superfamily","subfamily","tribe","subtribe","canonicalName"
"MITE","2465",NA,NA,NA,NA,NA,NA,NA,"Falculifer lictor Gaud, 1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Falculifer",NA,"lictor",NA,NA,NA,"Gaud, 1976",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Falculifer lictor"
"MITE","2466",NA,NA,NA,NA,NA,NA,NA,"Falculifer rostratus (Buchholz, 1869)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Falculifer",NA,"rostratus",NA,NA,NA,"(Buchholz, 1869)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Falculifer rostratus"
"MITE","2468",NA,NA,NA,NA,NA,NA,NA,"Hemiphagacarus spinosus (Trouessart, 1898)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Hemiphagacarus",NA,"spinosus",NA,NA,NA,"(Trouessart, 1898)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Hemiphagacarus spinosus"
"MITE","2470",NA,NA,NA,NA,NA,NA,NA,"Hexaplostomus brachygaster Gaud, 1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Hexaplostomus",NA,"brachygaster",NA,NA,NA,"Gaud, 1976",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Hexaplostomus brachygaster"
"MITE","2472",NA,NA,NA,NA,NA,NA,NA,"Hyperaspidacarus abbreviatus Atyeo & Smith, 1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Hyperaspidacarus",NA,"abbreviatus",NA,NA,NA,"Atyeo & Smith, 1983",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Hyperaspidacarus abbreviatus"
"MITE","2473",NA,NA,NA,NA,NA,NA,NA,"Hyperaspidacarus tridentatus Atyeo & Smith, 1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Hyperaspidacarus",NA,"tridentatus",NA,NA,NA,"Atyeo & Smith, 1983",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Hyperaspidacarus tridentatus"
"MITE","2475",NA,NA,NA,NA,NA,NA,NA,"Nanolichus listrophorus Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Nanolichus",NA,"listrophorus",NA,NA,NA,"Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Nanolichus listrophorus"
"MITE","2476",NA,NA,NA,NA,NA,NA,NA,"Nanolichus nesothyrus Gaud & Barre, 1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Nanolichus",NA,"nesothyrus",NA,NA,NA,"Gaud & Barre, 1992",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Nanolichus nesothyrus"
"MITE","2478",NA,NA,NA,NA,NA,NA,NA,"Pterophagoides bathmourus Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagoides",NA,"bathmourus",NA,NA,NA,"Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagoides bathmourus"
"MITE","2479",NA,NA,NA,NA,NA,NA,NA,"Pterophagoides paradoxus Gaud & Barre, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagoides",NA,"paradoxus",NA,NA,NA,"Gaud & Barre, 1988",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagoides paradoxus"
"MITE","2480",NA,NA,NA,NA,NA,NA,NA,"Pterophagoides santanai Gaud & Barre, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagoides",NA,"santanai",NA,NA,NA,"Gaud & Barre, 1988",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagoides santanai"
"MITE","2482",NA,NA,NA,NA,NA,NA,NA,"Pterophagus columbae (Sugimoto, 1940)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagus",NA,"columbae",NA,NA,NA,"(Sugimoto, 1940)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagus columbae"
"MITE","2483",NA,NA,NA,NA,NA,NA,NA,"Pterophagus lomatus Gaud & Barre, 1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagus",NA,"lomatus",NA,NA,NA,"Gaud & Barre, 1992",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagus lomatus"
"MITE","2484",NA,NA,NA,NA,NA,NA,NA,"Pterophagus monacrotrichus Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagus",NA,"monacrotrichus",NA,NA,NA,"Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagus monacrotrichus"
"MITE","2485",NA,NA,NA,NA,NA,NA,NA,"Pterophagus spilosikyus Gaud & Barre, 1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagus",NA,"spilosikyus",NA,NA,NA,"Gaud & Barre, 1992",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagus spilosikyus"
"MITE","2486",NA,NA,NA,NA,NA,NA,NA,"Pterophagus strictus Mégnin, 1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Pterophagus",NA,"strictus",NA,NA,NA,"Mégnin, 1877",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Pterophagus strictus"
"MITE","2488",NA,NA,NA,NA,NA,NA,NA,"Rhipiurus polyphyllodes (Gaud, 1952)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Rhipiurus",NA,"polyphyllodes",NA,NA,NA,"(Gaud, 1952)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Rhipiurus polyphyllodes"
"MITE","2490",NA,NA,NA,NA,NA,NA,NA,"Spilolichus megachone Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Falculiferidae","Spilolichus",NA,"megachone",NA,NA,NA,"Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea",NA,NA,NA,"Spilolichus megachone"
"MITE","2494",NA,NA,NA,NA,NA,NA,NA,"Burhinacarus megabotrus Gaud, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Burhinacarus",NA,"megabotrus",NA,NA,NA,"Gaud, 1968",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Burhinacarus megabotrus"
"MITE","2495",NA,NA,NA,NA,NA,NA,NA,"Burhinacarus microbotrus Gaud, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Burhinacarus",NA,"microbotrus",NA,NA,NA,"Gaud, 1968",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Burhinacarus microbotrus"
"MITE","2496",NA,NA,NA,NA,NA,NA,NA,"Burhinacarus pallidus (Mégnin & Trouessart, 1884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Burhinacarus",NA,"pallidus",NA,NA,NA,"(Mégnin & Trouessart, 1884)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Burhinacarus pallidus"
"MITE","2497",NA,NA,NA,NA,NA,NA,NA,"Burhinacarus reticulatus Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Burhinacarus",NA,"reticulatus",NA,NA,NA,"Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Burhinacarus reticulatus"
"MITE","2499",NA,NA,NA,NA,NA,NA,NA,"Cauralicola longicrura Gaud & Atyeo, 1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Cauralicola",NA,"longicrura",NA,NA,NA,"Gaud & Atyeo, 1982",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Cauralicola longicrura"
"MITE","2501",NA,NA,NA,NA,NA,NA,NA,"Cernyella howei Mironov, Dabert & Ehrnsberger, 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Cernyella",NA,"howei",NA,NA,NA,"Mironov, Dabert & Ehrnsberger, 2001",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Cernyella howei"
"MITE","2502",NA,NA,NA,NA,NA,NA,NA,"Cernyella intermedia Gaud, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Cernyella",NA,"intermedia",NA,NA,NA,"Gaud, 1968",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Cernyella intermedia"
"MITE","2503",NA,NA,NA,NA,NA,NA,NA,"Cernyella thailandica Mironov, Dabert & Ehrnsberger, 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Cernyella",NA,"thailandica",NA,NA,NA,"Mironov, Dabert & Ehrnsberger, 2001",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Cernyella thailandica"
"MITE","2505",NA,NA,NA,NA,NA,NA,NA,"Freyanomorpha ambigua Gaud, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyanomorpha",NA,"ambigua",NA,NA,NA,"Gaud, 1957",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Freyanomorpha ambigua"
"MITE","2506",NA,NA,NA,NA,NA,NA,NA,"Freyanomorpha diversa Gaud, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyanomorpha",NA,"diversa",NA,NA,NA,"Gaud, 1957",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Freyanomorpha diversa"
"MITE","2507",NA,NA,NA,NA,NA,NA,NA,"Freyanomorpha glareoli (Dubinin, 1951)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyanomorpha",NA,"glareoli",NA,NA,NA,"(Dubinin, 1951)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Freyanomorpha glareoli"
"MITE","2508",NA,NA,NA,NA,NA,NA,NA,"Freyanomorpha pictonota Gaud, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyanomorpha",NA,"pictonota",NA,NA,NA,"Gaud, 1972",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Freyanomorpha pictonota"
"MITE","2509",NA,NA,NA,NA,NA,NA,NA,"Freyanomorpha polymorpha (Gaud, 1953)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyanomorpha",NA,"polymorpha",NA,NA,NA,"(Gaud, 1953)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Freyanomorpha polymorpha"
"MITE","2510",NA,NA,NA,NA,NA,NA,NA,"Freyanomorpha prionura Gaud, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyanomorpha",NA,"prionura",NA,NA,NA,"Gaud, 1972",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Burhinacarinae",NA,NA,"Freyanomorpha prionura"
"MITE","2513",NA,NA,NA,NA,NA,NA,NA,"Diomedacarus gigas (Trouessart, 1895)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Diomedacarus",NA,"gigas",NA,NA,NA,"(Trouessart, 1895)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Diomedacarinae",NA,NA,"Diomedacarus gigas"
"MITE","2516",NA,NA,NA,NA,NA,NA,NA,"Allofreyana oxygonata Gaud & Atyeo, 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Allofreyana",NA,"oxygonata",NA,NA,NA,"Gaud & Atyeo, 1975",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Allofreyana oxygonata"
"MITE","2518",NA,NA,NA,NA,NA,NA,NA,"Dobyella longipalpa Gaud & Atyeo, 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Dobyella",NA,"longipalpa",NA,NA,NA,"Gaud & Atyeo, 1975",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Dobyella longipalpa"
"MITE","2520",NA,NA,NA,NA,NA,NA,NA,"Freyana alopocheni Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"alopocheni",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana alopocheni"
"MITE","2521",NA,NA,NA,NA,NA,NA,NA,"Freyana anatina (Koch, 1844)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"anatina",NA,NA,NA,"(Koch, 1844)",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana anatina"
"MITE","2522",NA,NA,NA,NA,NA,NA,NA,"Freyana anserina Mégnin & Trouessart, 1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"anserina",NA,NA,NA,"Mégnin & Trouessart, 1884",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana anserina"
"MITE","2523",NA,NA,NA,NA,NA,NA,NA,"Freyana armata Mégnin & Trouessart, 1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"armata",NA,NA,NA,"Mégnin & Trouessart, 1884",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana armata"
"MITE","2524",NA,NA,NA,NA,NA,NA,NA,"Freyana australis Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"australis",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana australis"
"MITE","2525",NA,NA,NA,NA,NA,NA,NA,"Freyana aythinae Dubinin, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"aythinae",NA,NA,NA,"Dubinin, 1951",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana aythinae"
"MITE","2526",NA,NA,NA,NA,NA,NA,NA,"Freyana brantina Vasyukova & Mironov, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"brantina",NA,NA,NA,"Vasyukova & Mironov, 1991",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana brantina"
"MITE","2527",NA,NA,NA,NA,NA,NA,NA,"Freyana bucephalae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"bucephalae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana bucephalae"
"MITE","2528",NA,NA,NA,NA,NA,NA,NA,"Freyana cairinae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"cairinae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana cairinae"
"MITE","2529",NA,NA,NA,NA,NA,NA,NA,"Freyana casarcae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"casarcae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana casarcae"
"MITE","2530",NA,NA,NA,NA,NA,NA,NA,"Freyana celebensis Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"celebensis",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana celebensis"
"MITE","2531",NA,NA,NA,NA,NA,NA,NA,"Freyana cyanocheni Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"cyanocheni",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana cyanocheni"
"MITE","2532",NA,NA,NA,NA,NA,NA,NA,"Freyana dendrocygni Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"dendrocygni",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana dendrocygni"
"MITE","2533",NA,NA,NA,NA,NA,NA,NA,"Freyana dendronessae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"dendronessae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana dendronessae"
"MITE","2534",NA,NA,NA,NA,NA,NA,NA,"Freyana dubinini Vasyukova & Mironov, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"dubinini",NA,NA,NA,"Vasyukova & Mironov, 1991",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana dubinini"
"MITE","2535",NA,NA,NA,NA,NA,NA,NA,"Freyana furcata Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"furcata",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana furcata"
"MITE","2536",NA,NA,NA,NA,NA,NA,NA,"Freyana furculasetae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"furculasetae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana furculasetae"
"MITE","2537",NA,NA,NA,NA,NA,NA,NA,"Freyana largifolia Mégnin & Trouessart, 1885",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"largifolia",NA,NA,NA,"Mégnin & Trouessart, 1885",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana largifolia"
"MITE","2538",NA,NA,NA,NA,NA,NA,NA,"Freyana leucophrysi Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"leucophrysi",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana leucophrysi"
"MITE","2539",NA,NA,NA,NA,NA,NA,NA,"Freyana lophodytes Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"lophodytes",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana lophodytes"
"MITE","2540",NA,NA,NA,NA,NA,NA,NA,"Freyana magnosetae Dubinin, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"magnosetae",NA,NA,NA,"Dubinin, 1953",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana magnosetae"
"MITE","2541",NA,NA,NA,NA,NA,NA,NA,"Freyana marmaronettae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"marmaronettae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana marmaronettae"
"MITE","2542",NA,NA,NA,NA,NA,NA,NA,"Freyana microchaeta Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"microchaeta",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana microchaeta"
"MITE","2543",NA,NA,NA,NA,NA,NA,NA,"Freyana nettapina Trouessart & Mégnin, 1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"nettapina",NA,NA,NA,"Trouessart & Mégnin, 1884",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana nettapina"
"MITE","2544",NA,NA,NA,NA,NA,NA,NA,"Freyana nyrocae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"nyrocae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana nyrocae"
"MITE","2545",NA,NA,NA,NA,NA,NA,NA,"Freyana obliquasetae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"obliquasetae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana obliquasetae"
"MITE","2546",NA,NA,NA,NA,NA,NA,NA,"Freyana oidemiae Dubinin, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachnida","Sarcoptiformes","Freyanidae","Freyana",NA,"oidemiae",NA,NA,NA,"Dubinin, 1950",NA,NA,NA,NA,NA,"Acari","Acariformes","Oribatida","Desmonomata","Astigmata","Pterolichoidea","Freyaninae",NA,NA,"Freyana oidemiae"
