"nomenclaturalstatus","scientificname","family","subgenus","genus","species","scientificNameAuthorship","namePublishedInYear","synonym(s)","corrections","date of corrections"
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","iranus attenuates","Smit, 1960","1960",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","iranus iranus","Wagner & Argyropulo, 1934","1934",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","iranus theodori","Smit, 1960","1960",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","laeviceps acer","(Mikulin, 1957)","1957","Nosopsyllus laeviceps gorganus Klein, 1963",NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","laeviceps consors","(Rothschild, 1913)","1913",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","laeviceps ellobii","(Wagner, 1933)","1933","Nosopsyllus laeviceps gobiensis Cyprich, Kiefer & Cendsuren, 1977; Ceratophyllus laeviceps mongolicus Wagner, 1930",NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","laeviceps gobiensis","Cyprich, Kiefer & Cendsuren, 1977","1977",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","laeviceps kuzekovi","(Yagubyants, 1953)","1953",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","laeviceps laeviceps","(Wagner, 1909)","1909",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","londiniensis declivus","Traub, 1963","1963",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","londiniensis londiniensis","(Rothschild, 1903)","1903","Ceratophyllus italicus Tiraboschi, 1904",NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","maurus angustus","Beaucournu & Launay, 1988","1988",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","maurus maurus","(Jordan & Rothschild, 1912)","1912",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","philippovi philippovi","(Zagniborodova & Mikulin, 1957)","1957",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","philippovi rashtii","Farhang-Azad, 1970","1970",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","sarinus parthius","Smit, 1960","1960",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","sarinus sarinus","(Jordan & Rothschild, 1921)","1921",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","sarius aryanus","Smit, 1960","1960",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","turkmenicus altisetus","(Ioff, 1950)","1950",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","turkmenicus turkmenicus","(Vlasov & Ioff, 1937)","1937",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","wualis boseenis","Li & Pan, 1990","1990",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","wualis diandongensis","Li, Xie & Yang, 1990","1990",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","wualis leizhouensis","Li, Huang & Liu, 1986","1986",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","wualis rongjiangensis","Li & Huang, 1990","1990",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Nosopsyllus","wualis wualis","Jordan, 1941","1941",NA,NA,NA
NA,NA,"Pygiopsyllidae",NA,"Notiopsylla","enciari enciari","Smit, 1957","1957",NA,NA,NA
NA,NA,"Pygiopsyllidae",NA,"Notiopsylla","enciari regula","Smit, 1979","1979",NA,NA,NA
NA,NA,"Pygiopsyllidae",NA,"Notiopsylla","kerguelensis kerguelensis","(Taschenberg, 1880)","1880","Pulex kerguelensis Taschenberg, 1880",NA,NA
NA,NA,"Pygiopsyllidae",NA,"Notiopsylla","kerguelensis tenuata","Smit, 1979","1979",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Nycteridopsylla","ancyluris ancyluris","Jordan, 1942","1942",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Nycteridopsylla","ancyluris johanae","Hurka, 1970","1970",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Nycteridopsylla","trigona balcanica","Hurka, 1965","1965",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Nycteridopsylla","trigona trigona","(Ioff & Labunets, 1953)","1953",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Odontopsyllus","quirosi episcopalis","Beaucournu & Gilot, 1975","1975",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Odontopsyllus","quirosi quirosi","(Gil Collado, 1934)","1934",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","praefecta ecphora","Labunets, 1961","1961",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","praefecta lenta","Smit, 1967","1967",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","praefecta pernix","Jordan, 1929","1929",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","praefecta praefecta","(Jordan & Rothschild, 1915)","1915",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgenis balikunensis","Yu & Ye, 1982","1982",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis arnoldi","Wagner & Argyropulo, 1934","1934",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis fascicula","Scalon, 1968","1968",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis impersia","Traub & Evans, 1967","1967",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis intermedia","Argyropulo, 1946","1946",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis kirgisiensis","Ioff, 1953","1953",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis montana","Fedina, 1946","1946",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis palestinica","Smit, 1960","1960",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis transcaspica","Zagniborodova & Mikulin, 1957","1957",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis tuoliensis","Yu, Ye & Liu, 1983","1983",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis volgensis","(Wagner & Ioff, 1926)","1926","Ophthalmopsylla volgensis abnorma Mikulin, 1960",NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ophthalmopsylla","volgensis wuqiaensis","Yu, Shen & Ye, 1990","1990",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ornithophaga","anomala anomala","Mikulin, 1957","1957","Ornithophaga nearctica Holland & Loshbaugh, 1958",NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Ornithophaga","anomala qinghaiensis","Liu, Cai & Wu, 1986","1986",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Oropsylla","alaskensis alaskensis","Baker, 1904","1904","Oropsylla silantiewi asiatica Wagner, 1930; Oropsylla elana Jordan, 1929; Oropsylla stejnegeri Jordan, 1937",NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Oropsylla","alaskensis qinghaiensis","Wang, Zhou & Liu, 1997","1997",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","atlantica atlantica","Jordan & Rothschild, 1912","1912",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","atlantica grulichi","Beaucournu, 1975","1975",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","baltica (FOSSIL)","Beaucournu & Wunderlich, 2001","2001",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","dissimilis (FOSSIL)","Peus, 1968","1968",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","groehni (FOSSIL)","Beaucournu, 2003","2003",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","klebsiana (FOSSIL)","Dampf, 1911","1911",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","similis peusi","Smit, 1953","1953",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","similis similis","Dampf, 1910","1910",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","soricis rosickyi","Smit, 1960","1960",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","soricis scobina","Smit & Rosicky, 1965","1965",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","soricis soricis","(Dale, 1878)","1878","Ceratophyllus sorecis Dale, 1878",NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","soricis starki","Wagner, 1930","1930",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","soricis vesperis","Smit, 1975","1975",NA,NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","tauberi makaluensis","Brelih, 1975","1975","Palaeopsylla makaluensis Brelih, 1975 (Male)",NA,NA
NA,NA,"Ctenophthalmidae","Ctenophthalminae","Palaeopsylla","tauberi tauberi","Lewis, 1973","1973",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Paraceras","melis flabellum","Wagner, 1916","1916","Oropsylla sinensis Liu, 1935;  Paraceras melis sinensis Sakaguti, 1962",NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Paraceras","melis melis","(Walker, 1856)","1856",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Paradoxopsyllus","jinshajiangensis concavus","Liu, Liu & Zhang, 1986","1986",NA,NA,NA
NA,NA,"Leptopsyllidae","Amphipsyllinae","Paradoxopsyllus","jinshajiangensis jinshajianensis","Hsieh, Yang & Li, 1978","1978",NA,NA,NA
NA,NA,"Ctenophthalmidae","Neopsyllinae","Paraneopsylla","ioffi ioffi","Tiflov, 1937","1937",NA,NA,NA
NA,NA,"Ctenophthalmidae","Neopsyllinae","Paraneopsylla","ioffi nepali","Lewis, 1971","1971",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","lynnae alynnae","Smit, 1979","1979",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","lynnae lynnae","Smit, 1965","1965",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","lynnae mariae","Smit, 1979","1979",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","magellanicus largificus","Smit, 1984","1984",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","magellanicus magellanicus","Jordan, 1938","1938","Parapsyllus magellanicus heardi DeMeillon, 1952; Parapsyllus huincae Del Ponte & Riesel, 1939",NA,NA
NA,NA,"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","nestoris antichthones","Smit, 1979","1979",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Parapsyllinae","Parapsyllus","nestoris nestoris","Smit, 1965","1965",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi riggenbachi","(Rothschild, 1904)","1904","Pulex ruptoris Weiss, 1917",NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi turkestanica","Dubinin, 1947","1947",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi wernecki","Costa Lima, 1940","1940",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Pariodontis","riggenbachi yunnanensis","Li & Yan, 1986","1986",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","bidentata bidentata","(Kolenati, 1863)","1863","Ctenopsyllus sobrinus Rothschild, 1909",NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","bidentata gervasii","Beaucournu, 1975","1975",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","bidentata risea","Peus, 1977","1977",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hamifer cuneata","Johnson & Traub, 1954","1954",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hamifer hamifer","(Rothschild, 1906)","1906","Peromyscopsylla hamifer markworth Hubbard, 1949",NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hamifer vigens","(Jordan, 1937)","1937",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys adelpha","(Rothschild, 1906)","1906","Peromyscopsylla hemisphaerium Stewart, 1940; Peromyscopsylla zempoalensis Barrera, 1954",NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys hesperomys","(Baker, 1904)","1904","Peromyscopsylla spinifrons I. Fox, 1939",NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys pacifica","Holland, 1949","1949",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","hesperomys ravalliensis","(Dunn, 1923)","1923",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica australishaanxia","Zhang & Liu, 1985","1985",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica himalaica","(Rothschild, 1915)","1915",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica sichuanoyunnana","Xie Chen & Liu, 1986","1986",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","himalaica sinica","Li & Wang, 1959","1959",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","spectabilis spectabilis","(Rothschild, 1898)","1898",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","spectabilis viatrix","Beaucournu, 1975","1975",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","takahasii michinoku","Sakaguti, 1960","1960",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Peromyscopsylla","takahasii takahasii","Ono & Hasegawa, 1955","1955",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Plusaetis","dolens dolens","(Jordan & Rothschild, 1914)","1914",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Plusaetis","dolens quintanus","(Jordan, 1931)","1931",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Plusaetis","sibynus jordani","(Barrera, 1955)","1955",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Plusaetis","sibynus sibynus","(Jordan, 1925)","1925",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","axius axius","(Jordan & Rothschild, 1923)","1923","Polygenis gardellai Del Ponte, 1967",NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","axius pessoai","Guimaráes, 1956","1956",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","axius proximus","Guimaráes, 1948","1948",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","bohlsi bohlsi","(Wahlgren, 1901)","1901","Rhopalopsyllus bernhardi Jordan & Rothschild, 1908",NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","bohlsi jordani","(Costa Lima, 1937)","1937",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","occidentalis occidentalis","(Cunha, 1914)","1914","Rhopalopsyllus plaumanni Wagner, 1936",NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","occidentalis steganus","(Jordan & Rothschild, 1923)","1923",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","roberti beebei","(I. Fox, 1947)","1947",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","roberti roberti","(Rothschild, 1905)","1905",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","roberti tripopsis","Guimaráes, 1948","1948",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","trapidoi mendezi","Smit, 1987","1987",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Polygenis","trapidoi trapidoi","Mendez, 1977","1977",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Procaviopsylla","spinifex cabrali","Ribeiro, 1975","1975",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Procaviopsylla","spinifex spinifex","Jordan, 1936","1936",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Ptilopsylla","leptina dunni","Kohls, 1942","1942",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Ptilopsylla","leptina leptina","Jordan & Rothschild, 1921","1921",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Ptilopsylla","leptina stubbei","Smit, 1971","1971",NA,NA,NA
NA,NA,"Pulicidae","Pulicinae","Pulex","larimerius (FOSSIL)","Lewis & Grimaldi, 1997","1997",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","dahurica dahurica","Jordan & Rothschild, 1923","1923",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","dahurica diclinica","Tiflov, 1937","1937",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","dahurica sila","Labunets, 1961","1961",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","dahurica tjanschan","Ioff & Tiflov, 1946","1946",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","dahurica vicina","Wagner, 1930","1930",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","dahurica vicinoides","Smit, 1975","1975",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","li li","Argyropulo, 1941","1941",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","li murium","Ioff & Tiflov, 1946","1946",NA,NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","li transbaikalica","Ioff & Tiflov, 1947","1947","Rhadinopsylla acuminata Ioff & Tiflov, 1946 (suppressed by ICZN)",NA,NA
NA,NA,"Ctenophthalmidae","Rhadinopsyllinae","Rhadinopsylla","li ventricosa","Ioff & Tiflov, 1946","1946",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Rhinolophopsylla","unipectinata arabs","Jordan & Rothschild, 1921","1921",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Rhinolophopsylla","unipectinata indica","Jordan & Rothschild, 1921","1921",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Rhinolophopsylla","unipectinata turkestanica","Ioff, 1953","1953",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Rhinolophopsylla","unipectinata unipectinata","(Taschenberg, 1880)","1880","Araeopsylla hispanica Gil Collado, 1934",NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","australis mesus","Wagner, 1933","1933",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","australis tamoyus","Jordan & Rothschild, 1923","1923",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","australis tupinquinus","Guimaráes, 1940","1940",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","australis tupinus","Jordan & Rothschild, 1923","1923",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","autralis australis","(Rothschild, 1904)","1904",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","lugubris cryptoctenes","(Enderlein, 1912)","1912",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","lugubris lugubris","Jordan & Rothschild, 1908","1908",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","lutzi cleophontis","(Rothschild, 1904)","1904",NA,NA,NA
NA,NA,"Rhopalopsyllidae","Rhopalopsyllinae","Rhopalopsyllus","lutzi lutzi","(Baker, 1904)","1904",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Sigmactenus","alticola alticola","Traub, 1954","1954",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Sigmactenus","alticola crassinavis","Durden & Beaucournu, 2000","2000",NA,NA,NA
NA,NA,"Leptopsyllidae","Leptopsyllinae","Sigmactenus","alticola pilosus","Durden & Beaucournu, 2000","2000",NA,NA,NA
NA,NA,"Pulicidae","Spilopsyllinae","Spilopsyllus","inaequalis inaequalis","(Baker, 1895)","1895","Acediopsylla Ewing, 1940 = Cediopsylla","Change genus from Cediopsylla to Spilopsyllus","44238"
NA,NA,"Pulicidae","Spilopsyllinae","Spilopsyllus","inaequalis interrupta","Jordan, 1925","1925","Acediopsylla Ewing, 1940 = Cediopsylla","Change genus from Cediopsylla to Spilopsyllus","44238"
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata insperata acmaea","Jordan, 1958","1958",NA,NA,NA
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata insperata gaudi","Beaucournu, 1974","1974",NA,NA,NA
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata insperata insperata","Weiss, 1930","1930",NA,NA,NA
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata insperata megaera","Jordan, 1958","1958",NA,NA,NA
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata insperata tenax","Jordan, 1958","1958",NA,NA,NA
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata insperata thinophila","Jordan, 1958","1958",NA,NA,NA
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata insperata tingitana","Jordan, 1958","1958",NA,NA,NA
NA,NA,"Ctenophthalmidae","Stenoponiinae","Stenoponia","tripectinata tripectinata","(Tiraboschi, 1902)","1902","Stenoponia tripectinata ssp. barcana, blanda, irakana, medialis, separata spinellosa Jordan, 1958 (see Beaucournu, 2013)",NA,NA
NA,NA,"Stephanocircidae","Stephanocircinae","Stephanocircus","greeni greeni","Traub & Dunnet, 1973","1973",NA,NA,NA
NA,NA,"Stephanocircidae","Stephanocircinae","Stephanocircus","greeni tasmanica","Traub & Dunnet, 1973","1973",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Sternopsylla","distincta distincta","(Rothschild, 1903)","1903",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Sternopsylla","distincta speciosa","Johnson, 1957","1957",NA,NA,NA
NA,NA,"Ischnopsyllidae","Ischnopsyllinae","Sternopsylla","distincta texana","(C. Fox, 1914)","1914","Aptilopsylla carlsbadensis Ewing, 1940",NA,NA
NA,NA,"Stivaliidae",NA,"Stivalius","aporus aporus","Jordan & Rothschild, 1922","1922",NA,NA,NA
NA,NA,"Stivaliidae",NA,"Stivalius","aporus rectodigitus","Li & Wang, 1958","1958",NA,NA,NA
NA,NA,"Stivaliidae",NA,"Stivalius","cognatus bamus","Traub, 1972","1972",NA,NA,NA
NA,NA,"Stivaliidae",NA,"Stivalius","cognatus cognatus","Jordan & Rothschild, 1922","1922",NA,NA,NA
NA,NA,"Stivaliidae",NA,"Stivalius","cognatus spiramus","Jordan, 1926","1926","Stivalius spiramus",NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Syngenopsyllus","calceatus calceatus","(Rothschild, 1905)","1905",NA,NA,NA
NA,NA,"Ceratophyllidae","Ceratophyllinae","Syngenopsyllus","calceatus remotus","Li, Hai & Pan, 1991","1991",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Synosternus","cleopatrae cleopatrae","(Rothschild, 1903)","1903",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Synosternus","cleopatrae pyramidis","(Rothschild, 1903)","1903",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","favosum asunicum","Jordan, 1938","1938",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","favosum benrachidi","Beaucournu & Abdelkhalek, 1977","1977",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","favosum claramuntae","Beaucournu & Gosalbez, 1978","1978",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","favosum favosum","Jordan & Rothschild, 1914","1914",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","favosum rolandi","Jordan, 1938","1938",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","favosum sintrensis","Ribeiro & Capela, 1988","1988",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","poppei orientalis","Mahnert & Beaucournu, 1985","1985",NA,NA,NA
NA,NA,"Hystrichopsyllidae","Hystrichopsyllinae","Typhloceras","poppei poppei","Wagner, 1903","1903",NA,NA,NA
NA,NA,"Vermipsyllidae",NA,"Vermipsylla","asymmetrica aSymmetrica","Liu, Wu & Wu, 1965","1965",NA,"aymmetrica to asymmetrica","44222"
NA,NA,"Vermipsyllidae",NA,"Vermipsylla","asymmetrica gonggaiensis","Bai & Lu, 2016","2016",NA,NA,NA
NA,NA,"Vermipsyllidae",NA,"Vermipsylla","asymmetrica lunata","Liu, Tsai & Wu, 1974","1974",NA,NA,NA
NA,NA,"Vermipsyllidae",NA,"Vermipsylla","parallela parallela","Liu, Wu & Wu, 1965","1965",NA,NA,NA
NA,NA,"Vermipsyllidae",NA,"Vermipsylla","parallela rhinopithica","Li, 1985","1985",NA,NA,NA
